Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=e92e100f261967fa,Database Engineer,마이리얼트립 서울 강남구,,"컴퓨터 공학 또는 관련 분야 학사 학위 소지자 [우대사항] 프로그래밍 및 스크립트 스킬 (bash, Python, Java, Go 선호) 다양한 종류의 데이터베이스 경험 (MySQL, PostgreSQL, Redshift..."
https://kr.indeed.com/viewjob?jk=550924e5eae67f0f,[인프라보호팀]보안 취약점 분석 및 조치 담당자,심플렉스 서울 동작구,,"OS(Linux, Windows) 취약점 분석 경험 - OS(Linux, Windows) 이벤트 이해 및 관제 경험 - php, python 등 언어 개발 능력 우대요건 - 호스팅 업체 근무 경력 - 장애인 및 보훈대상자"
https://kr.indeed.com/viewjob?jk=2d83dcf8baac736b,Technical Solutions Engineer,MightyHive 서울,,"Python and R Machine Learning, Tensor Flow Data Visualization Data Engineering, ETL Technology Used Node.js, Python, Flask..."
https://kr.indeed.com/viewjob?jk=76f631c279358609,AI 개발자,넷아이디 서울 강남구,"연봉 25,000,000원 - 30,000,000원",및 구현 가능 -요구기술 1. Python 프로그래밍 중급 이상(텐서플로우... 로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>인공지능(AI...
https://kr.indeed.com/viewjob?jk=c7ecd88622b34b91,AI / Data Analytics 컨설턴트 - 글로벌 컨설팅Firm,에스에프인촌 서울 서초구,,"분석 등을 통한 Insight 도출 자격요건 통계학과/산업공학과/컴퓨터공학과 등 유관 학과 졸업(석박사 우대) Python 등 관련 코딩 경력 빅데이터, 통계, Machine Learning, 알고리즘 등 Artificial..."
https://kr.indeed.com/viewjob?jk=6718bba08ef6e20b,모바일 앱 보안 솔루션 개발부문,스틸리언 서울 용산구,,"Android/iOS 모바일 앱 보안 제품입니다. - 앱수트는 C, Python 등을 통해 주로 개발합니다. - 앱수트 제품군에는 위변조 방지, 난독... 2) - Objective C, Python, C언어, Swift 개발..."
https://kr.indeed.com/viewjob?jk=2c4c5856662783e7,Data Analyst,IQVIA 서울,,learning / predictive modeling ) • 통계 프로그램 활용 능력 SAS / R / Python 중 최소 1가지 중급 이상의 활용능력 요구 • Communication Basic English...
https://kr.indeed.com/viewjob?jk=02dd3cb5f0906404,Data Engineer,레이니스트 서울,,"이상 Data Collection, Data Pipeline, Data Warehouse 구축 경험 보유 Python / Java(Scala) 를 이용하여 데이터 처리 개발 가능 AWS, GCP 중 하나 이상의 클라우드 환경..."
https://kr.indeed.com/viewjob?jk=1ec85d6a1bfaae54,Senior Production Data Analyst,하이퍼커넥트 서울,,관리 자격요건 전체 경력 중 데이터 분석 실무 경험 최소 3년 이상 능숙한 SQL 구현 역량 R 또는 Python 분석 코드 구현 역량 통계 및 머신러닝 기본 이해 우대사항 데이터 관련 분야 석/박사 학위 데이터 분석...
https://kr.indeed.com/viewjob?jk=1941bdb29b525b77,4차산업혁명관련 콘텐츠 기획 / 개발 / 운영 전문가 찾습니다.,이앤오즈 서울 금천구,,통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|교육·교사·강사·교직원>IT·문화·직업강사>인터넷·IT전문|교육·교사·강사·교직원>IT·문화·직업강사...
https://kr.indeed.com/viewjob?jk=e9e86127df39c006,[Search] 검색 서버 개발 & DevOps 엔지니어 (신입),네이버 서울,,"우대사항] [ 신 입 ] · Unix/Linux 환경에서의 개발 경험이 있으신 분 · C++, Go, Python 등 하나 이상의 프로그래밍 언어로 서버 개발이 가능하신 분 · 컨테이너 및 자동화 기술에 대한 관심이..."
https://kr.indeed.com/viewjob?jk=1e974ff27c6eb340,Autonomous Driving 분야 엔지니어,포티투닷 서울 강남구,,"프로그래밍 기술 (C/C++, Python 등) - 이동 로봇/드론 관련... platform 개발 경험 - 뛰어난 프로그래밍 기술 (C/C++, Python) - 3D geometry, math, physics 관련 경험 및..."
https://kr.indeed.com/viewjob?jk=617514d06ce6c9cd,AI R&D Data Platform 개발자 모집,엔씨소프트 2.7 성남 판교역,,"식에 대한 이해가 있으신 분 - 데이터 엔지니어링 및 분산 처리 기술에 대해 관심이 많으신 분 - Scala, Python, Go 중 하나 이상의 프로그래밍 언어에 능숙한 분 우대사항 - 데이터 엔지니어링 및 분산 처리 기술..."
https://kr.indeed.com/viewjob?jk=d291bab1ea111f53,스마트건설기술 스타트업 연구원(정규직원),서울다이나믹스유한책임회사 고양 일산서구,,C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|전자·기계·기술·화학·연구개발>전자·반도체>기구설계|전자·기계·기술·화학·연구개발>전자·반도체>회로설계...
https://kr.indeed.com/viewjob?jk=7bf179a290a157b2,경험최적화파트 - 머신러닝 엔지니어,Nexon 성남 분당구,,모델 개발 - 머신러닝을 위한 솔루션 프로토타이핑 - 머신러닝 파이프라인 설계 및 구축 지원자격 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은...
https://kr.indeed.com/viewjob?jk=7449dd28faebd96c,Support Engineer _ Developer Support,Microsoft 4.2 서울,,"Source Web technologies and developing with Linux, Apache, Java, Node, Python, PHP, or Ruby - Experience with Docker images..."
https://kr.indeed.com/viewjob?jk=5c45a3d19019f932,Data Engineer,Soomgo 서울 강남구,,레이크나 웨어하우스 구축 및 운영 경험 • 대용량 트래픽 분산과 처리에 대한 관심 및 경험이 있는 분 • Python 3.6 이상 능숙 • Airflow 또는 Kafka 구축 및 운용 경험 • Google Analytics...
https://kr.indeed.com/viewjob?jk=b19c47ac5fc6e4c5,"Technical Account Manager, OEM Android P...",Google 4.3 서울,,"an object-oriented programming language (e.g., Java, C++ or Python). About the job The Android Partner Engineering team..."
https://kr.indeed.com/viewjob?jk=6b86ea39985912b6,TOAST Cloud 사업기획/영업,NHN 4.4 성남 판교역,,"Linux, Microsoft Solutions 등) - 2년 이상의 개발 경험 (Java, Python 등) - 기술 문서 작성 및 가이드 경험이 풍부한 자 - 대외 고객 기술 지원 경험 공통지원자격..."
https://kr.indeed.com/viewjob?jk=cc655f01166e576d,[연말인기과정] 자바·파이썬 개발자 양성 참여자 / 4차산업유망분야·취업...,한국직업전문학교 서울 구로구,,로젝트 제작 12월 9일 파이썬( Python)활용 디지털컨버전스 SW개발자... 웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷...
https://kr.indeed.com/viewjob?jk=419692b3ddb34768,Analytics Specialist,MightyHive 서울,,"end languages ( Python, NodeJS, PHP, etc... HTML5 / CSS / JavaScript, 기타 프론트 엔드 언어 ( Python, NodeJS, PHP 등)에 대한 read/write 능력..."
https://kr.indeed.com/viewjob?jk=8eca56448e2574c8,TA,제이씨이 성남 분당구,,작성 능력 우대사항 - 업무 관련 해외 영문 기술 문서를 볼 수 있는 정도의 독해능력 - 테크니컬 아티스트 역할로 개발 경험 - 스크립트 능력 (maxscript/ python) - 다양한 플랫폼 / 장르 개발 경험
https://kr.indeed.com/viewjob?jk=a6d0f0030a9ad230,링크샵스 플랫폼 개발 및 유지보수 담당,링크샵스 서울 중구,,"알고리즘 모델링 및 적용 경험 [우대사항] • 인공지능, 머신러닝(기계학습), 빅데이터 관련 석사 우대 • Python, Tensorflow, Keras 경험자 우대 • 대용량 서비스 및 데이터 처리 경험자 우대 • 이미치..."
https://kr.indeed.com/viewjob?jk=024891dd7cd6d4b6,국내 유명 보험사 AI 기술 (대리 과장급) 정규직,풀림 서울 중구,,"관련 학과 전공자 - 5년 이상의 관련 기술 업무 경력자 - R, Python, Spark, SQL 등 프로그래밍 가능자 - AI 활용 서비스 기획... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=481f953ccaa4bc96,AI 연구/개발 직군 모집,넷마블 서울 구로구,,"ML 관련 분야 경력 6년 이상 - Cloud 서비스 활용 경험 - Python, C/C++, SQL 사용 가능 - Tensorflow 또는 상응하는... 웹 서비스 구축 등 자격요건 - Python 에 능숙하고 C/C++ 혹은..."
https://kr.indeed.com/viewjob?jk=1f9676614dc8b7e3,자율협력주행 온라인 박람회,자율협력주행 산업발전 협의회 서울,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=8175b4760af0db93,금융 AI 기술 연구 개발자 모집,엔씨소프트 2.7 성남 판교역,,"및 연구/문제 해결 능력 - Python 언어에 능숙하신 분 2. 해당직... Recognition, Data/Text Mining 경험 보유 - Python, SQL 활용 우대사항 - AI 관련 전공자 - 금융 도메인에 대한..."
https://kr.indeed.com/viewjob?jk=57ad8caec6cd2123,Network Consulting Engineer (Full Time)...,Cisco Systems 4.1 서울,,"experience in Linux and programming languages like Python, Java , JavaScript etc. • Minimum of 3.0 GPA or higher • Strong..."
https://kr.indeed.com/viewjob?jk=07b56080a8f0f1f9,Solutions Architect,Confluent 서울,,"mathematics, or other quantitative field Proficiency in Java or Python What gives you an edge: Previous experience building..."
https://kr.indeed.com/viewjob?jk=766badad77467d37,"[해외취업] 힙합의류 쇼핑몰, 웹 개발자 - Check it Out !!",아이씨엔그룹 서울 역삼동,"연봉 36,000,000원 - 50,000,000원","그 외 자격요건 1. Must be proficient in HTML, CSS, JavaScript and Python 2. Working knowledge of Databases. 3. Should have working..."
https://kr.indeed.com/viewjob?jk=a6d0f0030a9ad230,링크샵스 플랫폼 개발 및 유지보수 담당,링크샵스 서울 중구,,"알고리즘 모델링 및 적용 경험 [우대사항] • 인공지능, 머신러닝(기계학습), 빅데이터 관련 석사 우대 • Python, Tensorflow, Keras 경험자 우대 • 대용량 서비스 및 데이터 처리 경험자 우대 • 이미치..."
https://kr.indeed.com/viewjob?jk=2ad7f845f80c0331,Senior Systems Engineer,Ciena 서울,,"including... limited to: Java, C/C++, C#, Objective C, Python, JavaScript, or Go. • Interest and ability to learn other..."
https://kr.indeed.com/viewjob?jk=71675db885a52e67,검색 소프트웨어 엔지니어,myrealtrip 서울,,운영 지식그래프 기반 NER 서비스 개발 [자격요건] 3년 이상의 정보 검색/추천 서비스 경력 Java/ Python 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 데이터 기반 서비스의 아이디어를 내고 구현에 도전하시는...
https://kr.indeed.com/viewjob?jk=ecc4154e1f4d28a8,Android Software Engineer,하이퍼커넥트 서울,,"및 네트워크 지식 및 경험 Unit 테스트 작성과 mocking에 대한 경험이 많거나, 흥미가 많으신 분 Python 스크립트 작성 경험 코드 보안에 관심 많으신 분 내부 세미나 또는 블로깅 등의 방법으로 본인의 지식을 공유..."
https://kr.indeed.com/viewjob?jk=225bd0278c3bcfc3,Associate Cloud Developer,Amazon Web Services Korea LLC 서울,,"languages: Java, Python, Ruby, Node.js... 동등한 수준의 STEM 관련 분야 학사 학위 혹은 경험 · Java, Python, Ruby, Node.js, C # 또는 C ++ 중 하나 이상의..."
https://kr.indeed.com/viewjob?jk=92fff1f77fdbc0d3,AWS Application Developer,Amazon Web Services Korea LLC 서울,,"experience (e.g. Java, Python, C++, Scala... 너와 서버리스 기술 경험 · 프로그래밍 언어 경험 (예 : Java, Python, C ++, Scala, Go, Ruby 등) · 애플리케이션 개발..."
https://kr.indeed.com/viewjob?jk=8608fc6f73158097,Data Engineer,Success Korea 서울,,기반 데이터베이스 경험이 있는 분 - javascript / python 등 script 언어 숙련자 - AWS 기반 개발 경험자 (Azure... 분 - javascript / python 등 script 언어 숙련자...
https://kr.indeed.com/viewjob?jk=88e0b296b52a64d7,데이터 분석 - 데이터 분석 및 활용,Success Korea 경기도 부천,,"고객, 채널, 상품, 마케팅, AI, DW 등) -R, SAS, Python, OLAP, SQL 활용 가능 [전형절차] 서류전형- 면접 2회... DW 등) -R, SAS, Python, OLAP, SQL 활용 가능..."
https://kr.indeed.com/viewjob?jk=a4015a0d112e9569,프론트엔드 정규직,바이오에이아이 서울 강남구,,"프론트 엔드 구현 - DB 구축 - 신규 기능 개발 및 반영, 지속적인 개선 및 유지 보수 자격 조건 - Python, Django - RDBMS 경험 - UI개발 경험 우대 사항 - 딥러닝에 관심있으신 분 - 단위 테스트..."
https://kr.indeed.com/viewjob?jk=b19c47ac5fc6e4c5,"Technical Account Manager, OEM Android P...",Google 4.3 서울,,"an object-oriented programming language (e.g., Java, C++ or Python). About the job The Android Partner Engineering team..."
https://kr.indeed.com/viewjob?jk=35b6381bfc05576b,Server Engineering Manager,레이니스트 서울,,"8년 이상 서버 엔지니어링 경험 보유 1년 이상 팀 매니징 경험 보유 Golang/Java(Kotlin)/ Python 중 하나 이상에 전문성을 보유, 고도화된 서비스 설계 및 개발 경험 보유 다양한 도구 및 툴을 활용하여..."
https://kr.indeed.com/viewjob?jk=5944a3016adb823a,고객경험 개선 CS운영관리자(2년 이상),우아한 형제들 서울 송파구,,"툴(Jira, Wiki) 사용에 능숙하신 분 [우대사항] - SQL을 활용한 데이터 추출 능력 - R, Python 등을 활용한 데이터 가공 및 분석 능력 - 기획/개발부서와 능동적인 커뮤니케이션이 가능하신 분 - 우아한형..."
https://kr.indeed.com/viewjob?jk=3d678bf37ef6b4a4,게임 서버 프로그래밍,Nexon 성남 분당구,,"실시간성이 필요한 로직 및 ML 알고리즘을 실행 하는 서버 개발 지원자격 - 한 가지 이상의 개발 언어( Python, C++, C#, Go 등)에 숙련된 프로그래밍 능력 - RESTful API 및 TCP/UDP 서버..."
https://kr.indeed.com/viewjob?jk=704390d63ea1656e,[메가스터디 교육그룹] 메가IT아카데미 웹프로그래밍 학과 실무자 강사,커리어게이트 서울 마포구,,로그래밍 기초 과목 강의 C언어 Python JAVA C++ 알고리즘/자료... 웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=08be646e8b5508e6,소프트웨어 프로그래밍 엔지니어,이투비비 서울 금천구,,"학력사항: 대학(2,3년)졸업 이상 직무기술: C·C++, C언어, Python [우대사항] 영어가능자 (비지니스 회화) 운전가능자 관련 자격증 보유... 그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=61b74d6410db2780,"Senior Manager, Data Engineering (EDW Pi...",Coupang 3.0 서울,,"tool experience other than SQL / Database. For example, Java, Python, C# etc. Agile development process experience Manager..."
https://kr.indeed.com/viewjob?jk=9d78b4ee5fde16b1,[단기계약직] 인공지능 기술 개발을 위한 언어 데이터 구축자 모집,엔씨소프트 2.7 성남 판교역,,언어 데이터를 꼼꼼하게 분석하고 정리할 수 있으신 분 - 언어자원 구축 경험이 있으신 분. - 엑셀 또는 Python 등의 프로그래밍 언어로 데이터 처리가 가능하신 분 (필수사항 아님) 제출서류 필수 제출서류 없음 전형단계...
https://kr.indeed.com/viewjob?jk=98c3495f6684d0ba,"Technical Solutions Engineer, Infrastruc...",Google 4.3 서울,,"Experience in reading or debugging code in Java, C, C++, .NET, Python, Shell, Perl... JavaScript. Experience in managing..."
https://kr.indeed.com/viewjob?jk=6742021c5e4b1386,머신러닝기반 데이터분석_신입[5차],Success Korea 서울 선릉역,,"통계학, 수학과, 산업공학, 빅데이터관련 학과 전공 - R 또는 Python을 활용한 데이터 처리 및 분석 프로젝트 수행 경험자 우대 [전형절차... 이터관련 학과 전공 - R 또는 Python을 활용한 데이터 처리 및 분석..."
https://kr.indeed.com/viewjob?jk=f1f52bf8a7baa66d,인프라 기술 담당자 모집,넷마블 서울 구로구,,etc.. - Linux 혹은 Windows Specialist - 글로벌 서비스 유경험자 우대사항 - Python 개발 경력 3년 이상 - Open Source Project 참가 경험자 - 글로벌 솔루션 업체...
https://kr.indeed.com/viewjob?jk=3383326062c40ec2,Backend Developer(Python or Java),Success Korea 서울,,"채용제목 Backend Developer( Python or Java) (지원마감) 회사소개 온라인 서비스 업무내용/자격요건 자격요건 - Python, Java, Ruby, Node.js 등을 사용한 3년 이상의 개발 경력..."
https://kr.indeed.com/viewjob?jk=886319916afe2699,[데이트코스 1위 앱 데이트팝] 2020 하반기,텐핑거스 서울 구로구,,Python|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=742179f9fc5a69e6,[던전앤파이터(중국)] 컨텐츠 기획자(신입),네오플 서울 강남구,,"없으신 분 우대사항 - 액션 게임 개발 경험이 있으신 분 - 던전 및 몬스터 제작 경험이 있으신 분 - Python, Lua, VBA 활용 가능자 - 전투,아이템 밸런싱 기획 경험이 있으신 분 기타사항 ※ 포트폴리오 첨부..."
https://kr.indeed.com/viewjob?jk=8d05eb89c3dfb9f3,IT/AI 개발 팀원/팀장,제이로고스 서울 용산구,,(주)제이로고스 IT/AI 개발 팀원/팀장을 모집합니다. 모집부문 및 자격요건 담당업무 자격요건 인원 ﻿JAVA / Python 프로그래머 경력사항: 경력(연차무관) 학력사항: 대학교(4년)졸업 이상 0 명 근무조건 고용형태: 정규직...
https://kr.indeed.com/viewjob?jk=1ea1c58fe11f9df4,[AI R&D] 프론트엔드 개발 수시 모집,엔씨소프트 2.7 성남 판교역,,라이브러리(D3) 를 이용한 개발에 능숙하신 분 - API 를 통한 웹 서비스 개발 경험이 있으신 분 - Python 웹 서비스 개발 경험이 있으신 분 - 자발적으로 업무를 진행할 수 있는 능동적 자세를 가지신 분 - 최신...
https://kr.indeed.com/viewjob?jk=9d40091ce0defcab,데이터 플랫폼 엔지니어,데브시스터즈 서울 강남구,,VM)|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA
https://kr.indeed.com/viewjob?jk=e92e100f261967fa,Database Engineer,마이리얼트립 서울 강남구,,"컴퓨터 공학 또는 관련 분야 학사 학위 소지자 [우대사항] 프로그래밍 및 스크립트 스킬 (bash, Python, Java, Go 선호) 다양한 종류의 데이터베이스 경험 (MySQL, PostgreSQL, Redshift..."
https://kr.indeed.com/viewjob?jk=95dcdb50fd0cd7b4,[신규프로젝트: MARS]서버 소프트웨어 엔지니어 - 게임 개발,데브시스터즈 서울 강남구,,인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=1f9676614dc8b7e3,자율협력주행 온라인 박람회,자율협력주행 산업발전 협의회 서울,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=075da2af7000ee56,[수시] ZUM 데이터 기반 서비스 개발 및 운영(경력),미래에셋제5호기업인수목적 서울 서초구,,"력이 있으신 분 - Java, Python 등 언어에 친숙하고 SQL 쿼리... 용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=993c3077a05b9867,[XR Experience] 메디컬 콘텐츠 Unity 개발 경력자,테트라시그넘 서울 송파구,,통신·모바일·게임>응용프로그래머>가상현실(VR)|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>API
https://kr.indeed.com/viewjob?jk=77b4ee1cc7c87346,[신입/경력] 생체신호 연구원,뷰노코리아 서울 서초구,,통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=22192c4556d52108,[Search] 글로벌 검색 서비스 개발,네이버 서울,,"HTML / CSS / JavaScript 에 능숙하신 분 - Server-Side Script 개발 ( python, bash, makefile 등 ) 에 능숙하신 분 - 웹 서비스에 대한 이해가 높고 , 개발 경험이..."
https://kr.indeed.com/viewjob?jk=3f7d27508b5fb825,[신규프로젝트] 시니어 클라이언트 프로그래머 모집,엔씨소프트 2.7 성남 판교역,,적화 지원자격 학력 : 무관 경력기간 : 6년 ~ 필수조건 - 기본 프로그래밍 스킬 (C++ / C# / Python 등) - 자료구조 및 알고리즘에 대한 이해와 활용 능력 우대사항 - Unity3D 개발 및 상용화 경험...
https://kr.indeed.com/viewjob?jk=17b03ebf96f6e2db,[Anti-Cheat] Data Analyst,PUBG 서울,,이터 기반 이상징후 탐지 [지원 자격] - 통계/머신 러닝 기법 등을 활용한 분석 경험 - Python 혹은 실무에서의 기타 프로그래밍 언어 활용 경험 - Communication 능력 보유 - Documentation...
https://kr.indeed.com/viewjob?jk=31be560f3d6a7963,SITE RELIABILITY ENGINEER,"ODK Media, Inc. 서울 강남구",,web service works both Frontend and Backend side. Especially in Python/Django. Contribution to Open Source projects Fluency...
https://kr.indeed.com/viewjob?jk=8a7207a57231dff0,Presales Solutions Consultant 1D,Siemens Industry Software Ltd. 4.0 서울,,company is plus. • Knowledge in xILS. • Knowledge in Simulink / Python. • Good communication to both internal and external...
https://kr.indeed.com/viewjob?jk=de210ffb5a9ee0c4,카카오톡 신규 서비스 서버 개발자 모집,카카오 4.0 성남 판교역,,"구조 개선, 운영 경험 데이터베이스와 캐시 연동 (Redis, memcached, MySQL 등) Kotlin, Python 언어 경험 네트워크 프로그래밍 경험 MQ, Kafka, Elastic Search 등의 도입, 연동..."
https://kr.indeed.com/viewjob?jk=c74c99c413a34fae,"Database Consultant, South Korea",EDB 경기도,,"scripting languages like BASH, KSH, Python, Perl etc.. Working knowledge of MS... like C, C++, PHP, python, Java or Ruby..."
https://kr.indeed.com/viewjob?jk=674466316840f8f5,Senior Robotics Software Engineer,Bear Robotics 서울,,"related field Proficiency in Linux Experts in C++ and Python Preferred Experience: ROS, navigation stack Passion for robots..."
https://kr.indeed.com/viewjob?jk=d33bedcde75e9c87,DevOps Engineer,레이니스트 서울,,"대로 뱅크샐러드 적용 가능성 제시 자격 요건 2년 이상의 Back-end 개발 혹은 DevOps 경험 보유 Python/Node/shell script 을 이용한 개발/문제해결 경험 보유 Kubernetes, AWS, IDC..."
https://kr.indeed.com/viewjob?jk=a417f6e4d7741e89,2020년 12월 경력사원 [AI 개발PL],케이티하이텔 서울 동작구,,분석 기반 AI기능 개발 - 음성처리 관련 기능 개발 - PL 및 개발 관련 분야 경력 3년 이상 - Python 또는 C 언어 경험자 - 웹 기반 시각화 개발 가능 (우대) 근무조건 고용형태 : 정규직 근무지역 : 커머스...
https://kr.indeed.com/viewjob?jk=1ec85d6a1bfaae54,Senior Production Data Analyst,하이퍼커넥트 서울,,관리 자격요건 전체 경력 중 데이터 분석 실무 경험 최소 3년 이상 능숙한 SQL 구현 역량 R 또는 Python 분석 코드 구현 역량 통계 및 머신러닝 기본 이해 우대사항 데이터 관련 분야 석/박사 학위 데이터 분석...
https://kr.indeed.com/viewjob?jk=5d47bd5b0cc8ae6c,파이썬 개발자 초중급 이상,데이터앤솔루션 서울 서초구,,전형 접수방법 채용시 접수방법: 인크루트 채용시스템 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=87674335527140f7,"Presales Consultant, Solution Architect...",Hewlett Packard Enterprise 3.8 서울,,"Experience 빅데이터, 클라우드, 쿠버네티스 컨테이너 관련 경력자 프로그래밍 언어( Python, Linux etc.)에 대한 이해 Bachelor’s degree in engineering or from..."
https://kr.indeed.com/viewjob?jk=bf0017c362443dbe,[Clova CIC] Clova 머신러닝 Scientist 개발 신입사원,네이버 서울,,"Learning, 수학/통계 관련 전공 석/박사 학위 보유자 또는 관련 경력 및 프로젝트 경험 보유자 - Python 및 딥러닝 프레임워크 (PyTorch, Tensorflow) 개발 역량 - 새로운 기술이나 업무에 대한..."
https://kr.indeed.com/viewjob?jk=45e46edab4e40c88,Technical Trainer - Amazon Web Services,Amazon Web Services Korea LLC 서울,,"more... following languages, Java, .Net, Perl, PHP, Ruby, Python... R. · · Experience working within the Enterprise..."
https://kr.indeed.com/viewjob?jk=df7ec5d31adfea75,Technical Artist - Developer Relations,Epic Games 서울,,"writing skills，and HLSL or shader programming experience or Python, C++ is a plus 2. Strong written and verbal communication..."
https://kr.indeed.com/viewjob?jk=449c79ff66c3925c,Sydney Based Cloud Support Engineer,Success Korea 대한민국,,MySQL/PostgresSQL/MSSQL/Oracle 관련 경험 · Python/Java/Shell/Perl/Ruby/PHP 등 개발/스크립트 언어... Oracle 관련 경험 · Python/Java/Shell/Perl...
https://kr.indeed.com/viewjob?jk=2cadf87cc64c38d6,[신규사업실]시니어 Back-end 개발,Success Korea 서울,,"API 설계/개발 경험 및 ORM 에 대한 이해/활용 경험 7. Python/Django, Node.js 또는 JVM언어/ORM 기반의 API... 에 대한 이해/활용 경험 7. Python/Django, Node.js..."
https://kr.indeed.com/viewjob?jk=fde71a032b2fe17d,고객 행동 Log 분석 전문가(Web/App Log Analyst),Success Korea 서울,,"Parsing에 대한 지식 - 최소 한가지의 Script 언어 활용 ( Python, JAVA 등) - SQL, SAS 등 능숙 활용 - 대용량의 데이... 한가지의 Script 언어 활용 ( Python, JAVA 등) - SQL..."
https://kr.indeed.com/viewjob?jk=71ecd14b3431ac40,Cloud Platfrorm 개발 및 운영,Success Korea 성남 분당구,,"격요건] -OpenStack 에 대한 지식 및 경험이 풍부하신 분 - Python, Perl, PHP, Java 중 개발 경험이 있으신 분 -Linux... 지식 및 경험이 풍부하신 분 - Python, Perl, PHP, Java..."
https://kr.indeed.com/viewjob?jk=74c4f418a78c820f,데이터 전문가,Success Korea 서울 삼성동,,"경험 - 프로그래밍 언어 중 2가지 이상 능숙하게 사용(R, Scala, Python, Java) - 컴퓨터 사이언스 또는 통계 관련 박사학위자 우대... 능숙하게 사용(R, Scala, Python, Java) - 컴퓨터 사이언..."
https://kr.indeed.com/viewjob?jk=fb51640ad347b35c,Browser 엔지니어,Success Korea 성남 판교역,,"개발 환경 유 경험자 우대 (QNX, 리눅스 등) 중급 이상의 기술 지식 보유 :: C / C++ / Python 초급 이상의 지식 보유 :: HTML5 / JavaScript, Node.JS / QT 초급 이상의..."
https://kr.indeed.com/viewjob?jk=5620b1845a6fad85,Microsoft 기술지원(Azure),Success Korea 서울 논현동,,"자격요건] - AWS기반 Serverless 개발 경험자 - Java, Python, Node.js등 백앤드 서버 개발 유 경험자 - System 및... 개발 경험자 - Java, Python, Node.js등 백앤드 서버 개발..."
